date,new_constructed_units,unemployment_rate,interest_rates,income,home_price_index,per_capita_gdp,urban_population
01-01-1947,NA,NA,NA,NA,NA,15248,NA
01-02-1947,NA,NA,NA,NA,NA,15248,NA
01-03-1947,NA,NA,NA,NA,NA,15248,NA
01-04-1947,NA,NA,NA,NA,NA,15139,NA
01-05-1947,NA,NA,NA,NA,NA,15139,NA
01-06-1947,NA,NA,NA,NA,NA,15139,NA
01-07-1947,NA,NA,NA,NA,NA,15039,NA
01-08-1947,NA,NA,NA,NA,NA,15039,NA
01-09-1947,NA,NA,NA,NA,NA,15039,NA
01-10-1947,NA,NA,NA,NA,NA,15204,NA
01-11-1947,NA,NA,NA,NA,NA,15204,NA
01-12-1947,NA,NA,NA,NA,NA,15204,NA
01-01-1948,NA,3.4,NA,NA,NA,15371,NA
01-02-1948,NA,3.8,NA,NA,NA,15371,NA
01-03-1948,NA,4,NA,NA,NA,15371,NA
01-04-1948,NA,3.9,NA,NA,NA,15563,NA
01-05-1948,NA,3.5,NA,NA,NA,15563,NA
01-06-1948,NA,3.6,NA,NA,NA,15563,NA
01-07-1948,NA,3.6,NA,NA,NA,15585,NA
01-08-1948,NA,3.9,NA,NA,NA,15585,NA
01-09-1948,NA,3.8,NA,NA,NA,15585,NA
01-10-1948,NA,3.7,NA,NA,NA,15530,NA
01-11-1948,NA,3.8,NA,NA,NA,15530,NA
01-12-1948,NA,4,NA,NA,NA,15530,NA
01-01-1949,NA,4.3,NA,NA,NA,15250,NA
01-02-1949,NA,4.7,NA,NA,NA,15250,NA
01-03-1949,NA,5,NA,NA,NA,15250,NA
01-04-1949,NA,5.3,NA,NA,NA,15137,NA
01-05-1949,NA,6.1,NA,NA,NA,15137,NA
01-06-1949,NA,6.2,NA,NA,NA,15137,NA
01-07-1949,NA,6.7,NA,NA,NA,15228,NA
01-08-1949,NA,6.8,NA,NA,NA,15228,NA
01-09-1949,NA,6.6,NA,NA,NA,15228,NA
01-10-1949,NA,7.9,NA,NA,NA,15032,NA
01-11-1949,NA,6.4,NA,NA,NA,15032,NA
01-12-1949,NA,6.6,NA,NA,NA,15032,NA
01-01-1950,NA,6.5,NA,NA,NA,15559,NA
01-02-1950,NA,6.4,NA,NA,NA,15559,NA
01-03-1950,NA,6.3,NA,NA,NA,15559,NA
01-04-1950,NA,5.8,NA,NA,NA,15977,NA
01-05-1950,NA,5.5,NA,NA,NA,15977,NA
01-06-1950,NA,5.4,NA,NA,NA,15977,NA
01-07-1950,NA,5,NA,NA,NA,16524,NA
01-08-1950,NA,4.5,NA,NA,NA,16524,NA
01-09-1950,NA,4.4,NA,NA,NA,16524,NA
01-10-1950,NA,4.2,NA,NA,NA,16764,NA
01-11-1950,NA,4.2,NA,NA,NA,16764,NA
01-12-1950,NA,4.3,NA,NA,NA,16764,NA
01-01-1951,NA,3.7,NA,NA,NA,16922,NA
01-02-1951,NA,3.4,NA,NA,NA,16922,NA
01-03-1951,NA,3.4,NA,NA,NA,16922,NA
01-04-1951,NA,3.1,NA,NA,NA,17147,NA
01-05-1951,NA,3,NA,NA,NA,17147,NA
01-06-1951,NA,3.2,NA,NA,NA,17147,NA
01-07-1951,NA,3.1,NA,NA,NA,17420,NA
01-08-1951,NA,3.1,NA,NA,NA,17420,NA
01-09-1951,NA,3.3,NA,NA,NA,17420,NA
01-10-1951,NA,3.5,NA,NA,NA,17375,NA
01-11-1951,NA,3.5,NA,NA,NA,17375,NA
01-12-1951,NA,3.1,NA,NA,NA,17375,NA
01-01-1952,NA,3.2,NA,NA,NA,17490,NA
01-02-1952,NA,3.1,NA,NA,NA,17490,NA
01-03-1952,NA,2.9,NA,NA,NA,17490,NA
01-04-1952,NA,2.9,NA,NA,NA,17459,NA
01-05-1952,NA,3,NA,NA,NA,17459,NA
01-06-1952,NA,3,NA,NA,NA,17459,NA
01-07-1952,NA,3.2,NA,NA,NA,17509,NA
01-08-1952,NA,3.4,NA,NA,NA,17509,NA
01-09-1952,NA,3.1,NA,NA,NA,17509,NA
01-10-1952,NA,3,NA,NA,NA,18001,NA
01-11-1952,NA,2.8,NA,NA,NA,18001,NA
01-12-1952,NA,2.7,NA,NA,NA,18001,NA
01-01-1953,NA,2.9,NA,NA,NA,18268,NA
01-02-1953,NA,2.6,NA,NA,NA,18268,NA
01-03-1953,NA,2.6,NA,NA,NA,18268,NA
01-04-1953,NA,2.7,NA,NA,NA,18341,NA
01-05-1953,NA,2.5,NA,NA,NA,18341,NA
01-06-1953,NA,2.5,NA,NA,NA,18341,NA
01-07-1953,NA,2.6,NA,NA,NA,18155,NA
01-08-1953,NA,2.7,NA,NA,NA,18155,NA
01-09-1953,NA,2.9,NA,NA,NA,18155,NA
01-10-1953,NA,3.1,NA,NA,NA,17797,NA
01-11-1953,NA,3.5,NA,NA,NA,17797,NA
01-12-1953,NA,4.5,NA,NA,NA,17797,NA
01-01-1954,NA,4.9,NA,NA,NA,17636,NA
01-02-1954,NA,5.2,NA,NA,NA,17636,NA
01-03-1954,NA,5.7,NA,NA,NA,17636,NA
01-04-1954,NA,5.9,NA,NA,NA,17584,NA
01-05-1954,NA,5.9,NA,NA,NA,17584,NA
01-06-1954,NA,5.6,NA,NA,NA,17584,NA
01-07-1954,NA,5.8,0.8,NA,NA,17701,NA
01-08-1954,NA,6,1.22,NA,NA,17701,NA
01-09-1954,NA,6.1,1.07,NA,NA,17701,NA
01-10-1954,NA,5.7,0.85,NA,NA,17960,NA
01-11-1954,NA,5.3,0.83,NA,NA,17960,NA
01-12-1954,NA,5,1.28,NA,NA,17960,NA
01-01-1955,NA,4.9,1.39,NA,NA,18396,NA
01-02-1955,NA,4.7,1.29,NA,NA,18396,NA
01-03-1955,NA,4.6,1.35,NA,NA,18396,NA
01-04-1955,NA,4.7,1.43,NA,NA,18621,NA
01-05-1955,NA,4.3,1.43,NA,NA,18621,NA
01-06-1955,NA,4.2,1.64,NA,NA,18621,NA
01-07-1955,NA,4,1.68,NA,NA,18787,NA
01-08-1955,NA,4.2,1.96,NA,NA,18787,NA
01-09-1955,NA,4.1,2.18,NA,NA,18787,NA
01-10-1955,NA,4.3,2.24,NA,NA,18808,NA
01-11-1955,NA,4.2,2.35,NA,NA,18808,NA
01-12-1955,NA,4.2,2.48,NA,NA,18808,NA
01-01-1956,NA,4,2.45,NA,NA,18658,NA
01-02-1956,NA,3.9,2.5,NA,NA,18658,NA
01-03-1956,NA,4.2,2.5,NA,NA,18658,NA
01-04-1956,NA,4,2.62,NA,NA,18736,NA
01-05-1956,NA,4.3,2.75,NA,NA,18736,NA
01-06-1956,NA,4.3,2.71,NA,NA,18736,NA
01-07-1956,NA,4.4,2.75,NA,NA,18632,NA
01-08-1956,NA,4.1,2.73,NA,NA,18632,NA
01-09-1956,NA,3.9,2.95,NA,NA,18632,NA
01-10-1956,NA,3.9,2.96,NA,NA,18845,NA
01-11-1956,NA,4.3,2.88,NA,NA,18845,NA
01-12-1956,NA,4.2,2.94,NA,NA,18845,NA
01-01-1957,NA,4.2,2.84,NA,NA,18881,NA
01-02-1957,NA,3.9,3,NA,NA,18881,NA
01-03-1957,NA,3.7,2.96,NA,NA,18881,NA
01-04-1957,NA,3.9,3,NA,NA,18763,NA
01-05-1957,NA,4.1,3,NA,NA,18763,NA
01-06-1957,NA,4.3,3,NA,NA,18763,NA
01-07-1957,NA,4.2,2.99,NA,NA,18862,NA
01-08-1957,NA,4.1,3.24,NA,NA,18862,NA
01-09-1957,NA,4.4,3.47,NA,NA,18862,NA
01-10-1957,NA,4.5,3.5,NA,NA,18582,NA
01-11-1957,NA,5.1,3.28,NA,NA,18582,NA
01-12-1957,NA,5.2,2.98,NA,NA,18582,NA
01-01-1958,NA,5.8,2.72,NA,NA,18032,NA
01-02-1958,NA,6.4,1.67,NA,NA,18032,NA
01-03-1958,NA,6.7,1.2,NA,NA,18032,NA
01-04-1958,NA,7.4,1.26,NA,NA,18081,NA
01-05-1958,NA,7.4,0.63,NA,NA,18081,NA
01-06-1958,NA,7.3,0.93,NA,NA,18081,NA
01-07-1958,NA,7.5,0.68,NA,NA,18419,NA
01-08-1958,NA,7.4,1.53,NA,NA,18419,NA
01-09-1958,NA,7.1,1.76,NA,NA,18419,NA
01-10-1958,NA,6.7,1.8,NA,NA,18764,NA
01-11-1958,NA,6.2,2.27,NA,NA,18764,NA
01-12-1958,NA,6.2,2.42,NA,NA,18764,NA
01-01-1959,NA,6,2.48,2318.4,NA,19041,NA
01-02-1959,NA,5.9,2.43,2325.4,NA,19041,NA
01-03-1959,NA,5.6,2.8,2338.7,NA,19041,NA
01-04-1959,NA,5.2,2.96,2353.8,NA,19395,NA
01-05-1959,NA,5.1,2.9,2366.6,NA,19395,NA
01-06-1959,NA,5,3.39,2374.5,NA,19395,NA
01-07-1959,NA,5.1,3.47,2370.8,NA,19326,NA
01-08-1959,NA,5.2,3.5,2356.8,NA,19326,NA
01-09-1959,NA,5.5,3.76,2357.8,NA,19326,NA
01-10-1959,NA,5.7,3.98,2359.5,NA,19296,NA
01-11-1959,NA,5.8,4,2376.6,NA,19296,NA
01-12-1959,NA,5.3,3.99,2399.7,NA,19296,NA
01-01-1960,NA,5.2,3.99,2404.9,NA,19614,69.996
01-02-1960,NA,4.8,3.97,2405.3,NA,19614,69.996
01-03-1960,NA,5.4,3.84,2408.1,NA,19614,69.996
01-04-1960,NA,5.2,3.92,2417.3,NA,19392,69.996
01-05-1960,NA,5.1,3.85,2422.6,NA,19392,69.996
01-06-1960,NA,5.4,3.32,2424.9,NA,19392,69.996
01-07-1960,NA,5.5,3.23,2428.8,NA,19390,69.996
01-08-1960,NA,5.6,2.98,2423.3,NA,19390,69.996
01-09-1960,NA,5.5,2.6,2426.7,NA,19390,69.996
01-10-1960,NA,6.1,2.47,2435.6,NA,19065,69.996
01-11-1960,NA,6.1,2.44,2425.5,NA,19065,69.996
01-12-1960,NA,6.6,1.98,2414.6,NA,19065,69.996
01-01-1961,NA,6.6,1.45,2437.9,NA,19130,70.377
01-02-1961,NA,6.9,2.54,2448.1,NA,19130,70.377
01-03-1961,NA,6.9,2.02,2458.4,NA,19130,70.377
01-04-1961,NA,7,1.49,2463.4,NA,19380,70.377
01-05-1961,NA,7.1,1.98,2483.5,NA,19380,70.377
01-06-1961,NA,6.9,1.73,2509.1,NA,19380,70.377
01-07-1961,NA,7,1.17,2517.6,NA,19670,70.377
01-08-1961,NA,6.6,2,2517.7,NA,19670,70.377
01-09-1961,NA,6.7,1.88,2519.9,NA,19670,70.377
01-10-1961,NA,6.5,2.26,2546.6,NA,19970,70.377
01-11-1961,NA,6.1,2.61,2570.1,NA,19970,70.377
01-12-1961,NA,6,2.33,2585.8,NA,19970,70.377
01-01-1962,NA,5.8,2.15,2579.4,NA,20254,70.757
01-02-1962,NA,5.5,2.37,2590.9,NA,20254,70.757
01-03-1962,NA,5.6,2.85,2608.1,NA,20254,70.757
01-04-1962,NA,5.6,2.78,2619.6,NA,20366,70.757
01-05-1962,NA,5.5,2.36,2621.1,NA,20366,70.757
01-06-1962,NA,5.5,2.68,2621.6,NA,20366,70.757
01-07-1962,NA,5.4,2.71,2633,NA,20536,70.757
01-08-1962,NA,5.7,2.93,2635.5,NA,20536,70.757
01-09-1962,NA,5.6,2.9,2636.3,NA,20536,70.757
01-10-1962,NA,5.4,2.9,2649.3,NA,20521,70.757
01-11-1962,NA,5.7,2.94,2656.5,NA,20521,70.757
01-12-1962,NA,5.5,2.93,2669,NA,20521,70.757
01-01-1963,NA,5.7,2.92,2688.2,NA,20677,71.134
01-02-1963,NA,5.9,3,2672.3,NA,20677,71.134
01-03-1963,NA,5.7,2.98,2683.6,NA,20677,71.134
01-04-1963,NA,5.7,2.9,2694.6,NA,20842,71.134
01-05-1963,NA,5.9,3,2705,NA,20842,71.134
01-06-1963,NA,5.6,2.99,2718.6,NA,20842,71.134
01-07-1963,NA,5.6,3.02,2721.6,NA,21219,71.134
01-08-1963,NA,5.4,3.49,2732.5,NA,21219,71.134
01-09-1963,NA,5.5,3.48,2752.9,NA,21219,71.134
01-10-1963,NA,5.5,3.5,2768.9,NA,21276,71.134
01-11-1963,NA,5.7,3.48,2774.7,NA,21276,71.134
01-12-1963,NA,5.5,3.38,2797.1,NA,21276,71.134
01-01-1964,NA,5.6,3.48,2806.4,NA,21657,71.508
01-02-1964,NA,5.4,3.48,2815.3,NA,21657,71.508
01-03-1964,NA,5.4,3.43,2882.1,NA,21657,71.508
01-04-1964,NA,5.3,3.47,2897.7,NA,21824,71.508
01-05-1964,NA,5.1,3.5,2912.9,NA,21824,71.508
01-06-1964,NA,5.2,3.5,2922.5,NA,21824,71.508
01-07-1964,NA,4.9,3.42,2936.4,NA,22085,71.508
01-08-1964,NA,5,3.5,2949.4,NA,22085,71.508
01-09-1964,NA,5.1,3.45,2961.1,NA,22085,71.508
01-10-1964,NA,5.1,3.36,2960.2,NA,22075,71.508
01-11-1964,NA,4.8,3.52,2979.4,NA,22075,71.508
01-12-1964,NA,5,3.85,3008,NA,22075,71.508
01-01-1965,NA,4.9,3.9,3013.8,NA,22547,71.879
01-02-1965,NA,5.1,3.98,3014.5,NA,22547,71.879
01-03-1965,NA,4.7,4.05,3024.6,NA,22547,71.879
01-04-1965,NA,4.8,4.09,3027.8,NA,22770,71.879
01-05-1965,NA,4.6,4.1,3061.4,NA,22770,71.879
01-06-1965,NA,4.6,4.05,3065.8,NA,22770,71.879
01-07-1965,NA,4.4,4.09,3097.8,NA,23198,71.879
01-08-1965,NA,4.4,4.12,3113.1,NA,23198,71.879
01-09-1965,NA,4.3,4.02,3194.5,NA,23198,71.879
01-10-1965,NA,4.2,4.08,3178.9,NA,23656,71.879
01-11-1965,NA,4.1,4.1,3201.4,NA,23656,71.879
01-12-1965,NA,4,4.32,3214.6,NA,23656,71.879
01-01-1966,NA,4,4.42,3216.8,NA,24172,72.247
01-02-1966,NA,3.8,4.6,3230.2,NA,24172,72.247
01-03-1966,NA,3.8,4.66,3242.8,NA,24172,72.247
01-04-1966,NA,3.8,4.67,3230.5,NA,24191,72.247
01-05-1966,NA,3.9,4.9,3235.7,NA,24191,72.247
01-06-1966,NA,3.8,5.17,3249.2,NA,24191,72.247
01-07-1966,NA,3.8,5.3,3260.4,NA,24321,72.247
01-08-1966,NA,3.8,5.53,3277.2,NA,24321,72.247
01-09-1966,NA,3.7,5.4,3296.6,NA,24321,72.247
01-10-1966,NA,3.7,5.53,3307.3,NA,24446,72.247
01-11-1966,NA,3.6,5.76,3322.5,NA,24446,72.247
01-12-1966,NA,3.8,5.4,3319.6,NA,24446,72.247
01-01-1967,NA,3.9,4.94,3353.7,NA,24602,72.612
01-02-1967,NA,3.8,5,3360.2,NA,24602,72.612
01-03-1967,NA,3.8,4.53,3385.5,NA,24602,72.612
01-04-1967,NA,3.8,4.05,3384.5,NA,24556,72.612
01-05-1967,NA,3.8,3.94,3391.3,NA,24556,72.612
01-06-1967,NA,3.9,3.98,3403.8,NA,24556,72.612
01-07-1967,NA,3.8,3.79,3417.4,NA,24719,72.612
01-08-1967,NA,3.8,3.9,3429.7,NA,24719,72.612
01-09-1967,NA,3.8,3.99,3429.3,NA,24719,72.612
01-10-1967,NA,4,3.88,3434.5,NA,24836,72.612
01-11-1967,NA,3.9,4.13,3455.3,NA,24836,72.612
01-12-1967,NA,3.8,4.51,3461.6,NA,24836,72.612
01-01-1968,1257,3.7,4.61,3480.2,NA,25288,72.974
01-02-1968,1174,3.8,4.71,3505.4,NA,25288,72.974
01-03-1968,1323,3.7,5.05,3538.4,NA,25288,72.974
01-04-1968,1328,3.5,5.76,3550.7,NA,25652,72.974
01-05-1968,1367,3.5,6.12,3565.2,NA,25652,72.974
01-06-1968,1184,3.7,6.07,3581.3,NA,25652,72.974
01-07-1968,1370,3.7,6.03,3573.9,NA,25781,72.974
01-08-1968,1279,3.5,6.03,3578.5,NA,25781,72.974
01-09-1968,1397,3.4,5.78,3578.9,NA,25781,72.974
01-10-1968,1348,3.4,5.91,3591.7,NA,25813,72.974
01-11-1968,1367,3.4,5.82,3605.1,NA,25813,72.974
01-12-1968,1390,3.4,6.02,3617.6,NA,25813,72.974
01-01-1969,1257,3.4,6.3,3611,NA,26162,73.333
01-02-1969,1414,3.4,6.61,3611.8,NA,26162,73.333
01-03-1969,1558,3.4,6.79,3618.3,NA,26162,73.333
01-04-1969,1318,3.4,7.41,3613,NA,26181,73.333
01-05-1969,1430,3.4,8.67,3654.1,NA,26181,73.333
01-06-1969,1455,3.5,8.9,3679.9,NA,26181,73.333
01-07-1969,1432,3.5,8.61,3705.6,NA,26281,73.333
01-08-1969,1393,3.5,9.19,3728.3,NA,26281,73.333
01-09-1969,1367,3.7,9.15,3736.6,NA,26281,73.333
01-10-1969,1406,3.7,9,3745.4,NA,26076,73.333
01-11-1969,1404,3.5,8.85,3751.9,NA,26076,73.333
01-12-1969,1402,3.5,8.97,3758.6,NA,26076,73.333
01-01-1970,1434,3.9,8.98,3778.6,NA,25973,73.602
01-02-1970,1430,4.2,8.98,3790.5,NA,25973,73.602
01-03-1970,1317,4.4,7.76,3805,NA,25973,73.602
01-04-1970,1354,4.6,8.1,3846,NA,25929,73.602
01-05-1970,1334,4.8,7.95,3830.3,NA,25929,73.602
01-06-1970,1431,4.9,7.61,3838.2,NA,25929,73.602
01-07-1970,1384,5,7.21,3892.6,NA,26079,73.602
01-08-1970,1609,5.1,6.62,3905.1,NA,26079,73.602
01-09-1970,1383,5.4,6.29,3900.8,NA,26079,73.602
01-10-1970,1437,5.5,6.2,3888.1,NA,25710,73.602
01-11-1970,1457,5.9,5.6,3882.3,NA,25710,73.602
01-12-1970,1437,6.1,4.9,3900,NA,25710,73.602
01-01-1971,1471,5.9,4.14,3959.8,NA,26328,73.613
01-02-1971,1448,5.9,3.72,3965.2,NA,26328,73.613
01-03-1971,1489,6,3.71,3978.2,NA,26328,73.613
01-04-1971,1709,5.9,4.16,3986.5,NA,26394,73.613
01-05-1971,1637,5.9,4.63,4002.6,NA,26394,73.613
01-06-1971,1637,5.9,4.91,4087.3,NA,26394,73.613
01-07-1971,1699,6,5.31,4029.1,NA,26529,73.613
01-08-1971,1896,6.1,5.57,4043.3,NA,26529,73.613
01-09-1971,1804,6,5.55,4067.3,NA,26529,73.613
01-10-1971,1815,5.8,5.2,4080.4,NA,26510,73.613
01-11-1971,1844,6,4.91,4090,NA,26510,73.613
01-12-1971,1895,6,4.14,4110.9,NA,26510,73.613
01-01-1972,1942,5.8,3.51,4090.1,NA,26932,73.623
01-02-1972,2061,5.7,3.3,4115.2,NA,26932,73.623
01-03-1972,1981,5.8,3.83,4132.3,NA,26932,73.623
01-04-1972,1970,5.7,4.17,4130.6,NA,27478,73.623
01-05-1972,1896,5.7,4.27,4160.9,NA,27478,73.623
01-06-1972,1936,5.7,4.46,4174.2,NA,27478,73.623
01-07-1972,1930,5.6,4.55,4204.5,NA,27666,73.623
01-08-1972,2102,5.6,4.81,4243.5,NA,27666,73.623
01-09-1972,2053,5.5,4.87,4260,NA,27666,73.623
01-10-1972,1995,5.6,5.05,4366.9,NA,28055,73.623
01-11-1972,1985,5.3,5.06,4415.4,NA,28055,73.623
01-12-1972,2121,5.2,5.33,4435.1,NA,28055,73.623
01-01-1973,2162,4.9,5.94,4411.9,NA,28687,73.633
01-02-1973,2124,5,6.58,4444.7,NA,28687,73.633
01-03-1973,2196,4.9,7.09,4461,NA,28687,73.633
01-04-1973,2195,5,7.12,4466.7,NA,28935,73.633
01-05-1973,2299,4.9,7.84,4475,NA,28935,73.633
01-06-1973,2258,4.9,8.49,4488.3,NA,28935,73.633
01-07-1973,2066,4.8,10.4,4499,NA,28711,73.633
01-08-1973,2056,4.8,10.5,4484.4,NA,28711,73.633
01-09-1973,2061,4.8,10.78,4507.3,NA,28711,73.633
01-10-1973,2052,4.6,10.01,4546.9,NA,28913,73.633
01-11-1973,1925,4.8,10.03,4554.1,NA,28913,73.633
01-12-1973,1869,4.9,9.95,4537.2,NA,28913,73.633
01-01-1974,1932,5.1,9.65,4504.1,NA,28606,73.643
01-02-1974,1938,5.2,8.97,4470.2,NA,28606,73.643
01-03-1974,1806,5.1,9.35,4438.2,NA,28606,73.643
01-04-1974,1830,5.1,10.51,4435.1,NA,28613,73.643
01-05-1974,1715,5.1,11.31,4430.6,NA,28613,73.643
01-06-1974,1897,5.4,11.93,4421.7,NA,28613,73.643
01-07-1974,1695,5.5,12.92,4438.7,NA,28270,73.643
01-08-1974,1634,5.5,12.01,4432.6,NA,28270,73.643
01-09-1974,1651,5.9,11.34,4428,NA,28270,73.643
01-10-1974,1630,6,10.06,4442.6,NA,28088,73.643
01-11-1974,1590,6.6,9.45,4419,NA,28088,73.643
01-12-1974,1540,7.2,8.53,4419.7,NA,28088,73.643
01-01-1975,1588,8.1,7.13,4417.4,NA,27690,73.653
01-02-1975,1346,8.1,6.24,4420.1,NA,27690,73.653
01-03-1975,1293,8.6,5.54,4424.1,NA,27690,73.653
01-04-1975,1278,8.8,5.49,4505.1,NA,27821,73.653
01-05-1975,1349,9,5.22,4765.1,NA,27821,73.653
01-06-1975,1234,8.8,5.55,4604.9,NA,27821,73.653
01-07-1975,1276,8.6,6.1,4533.9,NA,28214,73.653
01-08-1975,1290,8.4,6.14,4564.1,NA,28214,73.653
01-09-1975,1333,8.4,6.24,4575.2,NA,28214,73.653
01-10-1975,1134,8.4,5.82,4594.3,NA,28520,73.653
01-11-1975,1383,8.3,5.22,4590.9,NA,28520,73.653
01-12-1975,1306,8.2,5.2,4595.3,NA,28520,73.653
01-01-1976,1258,7.9,4.87,4625.1,NA,29099,73.663
01-02-1976,1311,7.7,4.77,4653.7,NA,29099,73.663
01-03-1976,1347,7.6,4.84,4667.6,NA,29099,73.663
01-04-1976,1332,7.7,4.82,4673.7,NA,29250,73.663
01-05-1976,1440,7.4,5.29,4673.8,NA,29250,73.663
01-06-1976,1390,7.6,5.48,4678.3,NA,29250,73.663
01-07-1976,1322,7.8,5.31,4705.1,NA,29335,73.663
01-08-1976,1374,7.8,5.29,4714.6,NA,29335,73.663
01-09-1976,1371,7.6,5.25,4715.6,NA,29335,73.663
01-10-1976,1388,7.7,5.02,4707.4,NA,29469,73.663
01-11-1976,1428,7.8,4.95,4749.8,NA,29469,73.663
01-12-1976,1457,7.8,4.65,4767.9,NA,29469,73.663
01-01-1977,1457,7.5,4.61,4758.3,NA,29749,73.673
01-02-1977,1655,7.6,4.68,4716.2,NA,29749,73.673
01-03-1977,1619,7.4,4.69,4782.4,NA,29749,73.673
01-04-1977,1548,7.2,4.73,4789.7,NA,30254,73.673
01-05-1977,1555,7,5.35,4790.6,NA,30254,73.673
01-06-1977,1636,7.2,5.39,4810.5,NA,30254,73.673
01-07-1977,1687,6.9,5.42,4841.6,NA,30713,73.673
01-08-1977,1673,7,5.9,4861.2,NA,30713,73.673
01-09-1977,1865,6.8,6.14,4887.8,NA,30713,73.673
01-10-1977,1675,6.8,6.47,4923.4,NA,30626,73.673
01-11-1977,1770,6.8,6.51,4962.7,NA,30626,73.673
01-12-1977,1634,6.4,6.56,4983.5,NA,30626,73.673
01-01-1978,1777,6.4,6.7,4962,NA,30653,73.682
01-02-1978,1719,6.3,6.78,4991.5,NA,30653,73.682
01-03-1978,1785,6.3,6.79,5033,NA,30653,73.682
01-04-1978,1843,6.1,6.89,5050.5,NA,31757,73.682
01-05-1978,1850,6,7.36,5047.2,NA,31757,73.682
01-06-1978,1905,5.9,7.6,5047.5,NA,31757,73.682
01-07-1978,1957,6.2,7.81,5072.8,NA,31982,73.682
01-08-1978,1976,5.9,8.04,5094.2,NA,31982,73.682
01-09-1978,1944,6,8.45,5095.8,NA,31982,73.682
01-10-1978,1885,5.8,8.96,5109.5,NA,32318,73.682
01-11-1978,1877,5.9,9.76,5114.1,NA,32318,73.682
01-12-1978,1844,6,10.03,5139.6,NA,32318,73.682
01-01-1979,1850,5.9,10.07,5164,NA,32294,73.692
01-02-1979,1845,5.9,10.06,5184.7,NA,32294,73.692
01-03-1979,1946,5.8,10.09,5198.5,NA,32294,73.692
01-04-1979,1866,5.8,10.01,5156.1,NA,32244,73.692
01-05-1979,2007,5.6,10.24,5132.2,NA,32244,73.692
01-06-1979,1853,5.7,10.29,5118.9,NA,32244,73.692
01-07-1979,1759,5.7,10.47,5156.2,NA,32386,73.692
01-08-1979,1779,6,10.94,5163.7,NA,32386,73.692
01-09-1979,1983,5.9,11.43,5159.3,NA,32386,73.692
01-10-1979,1832,6,13.77,5156.6,NA,32366,73.692
01-11-1979,1892,5.9,13.18,5171.2,NA,32366,73.692
01-12-1979,1863,6,13.78,5182.2,NA,32366,73.692
01-01-1980,1794,6.3,13.82,5218.8,NA,32377,73.738
01-02-1980,1803,6.3,14.13,5191.3,NA,32377,73.738
