date,new_constructed_units,unemployment_rate,interest_rates,income,home_price_index,per_capita_gdp,urban_population
01-04-2015,1001,5.4,0.12,13842,170.298,58376,81.671
01-05-2015,1012,5.6,0.12,13865.6,170.881,58376,81.671
01-06-2015,962,5.3,0.13,13874.1,171.469,58376,81.671
01-07-2015,988,5.2,0.13,13905.7,172.13,58486,81.671
01-08-2015,974,5.1,0.14,13935.8,172.937,58486,81.671
01-09-2015,1040,5,0.14,13972.2,173.828,58486,81.671
01-10-2015,985,5,0.12,13996.9,174.792,58470,81.671
01-11-2015,1000,5.1,0.12,13993.4,175.739,58470,81.671
01-12-2015,1023,5,0.24,14060.2,176.543,58470,81.671
01-01-2016,1056,4.8,0.34,14121.1,177.274,58704,81.862
01-02-2016,1037,4.9,0.38,14135.3,177.649,58704,81.862
01-03-2016,1003,5,0.36,14135.4,178.164,58704,81.862
01-04-2016,945,5.1,0.37,14106.2,178.767,58787,81.862
01-05-2016,1000,4.8,0.37,14095.5,179.43,58787,81.862
01-06-2016,1109,4.9,0.38,14104.9,180.082,58787,81.862
01-07-2016,1072,4.8,0.39,14160.1,180.832,59084,81.862
01-08-2016,1054,4.9,0.4,14176.7,181.852,59084,81.862
01-09-2016,1035,5,0.4,14209.1,182.824,59084,81.862
01-10-2016,1070,4.9,0.4,14235.4,183.751,59296,81.862
01-11-2016,1244,4.7,0.41,14273.6,184.759,59296,81.862
01-12-2016,1101,4.7,0.54,14313.7,185.722,59296,81.862
01-01-2017,1081,4.7,0.65,14373.7,186.805,59494,82.058
01-02-2017,1148,4.6,0.66,14416.8,187.315,59494,82.058
01-03-2017,1147,4.4,0.79,14476.3,187.993,59494,82.058
01-04-2017,1069,4.4,0.9,14509.3,188.725,59736,82.058
01-05-2017,1170,4.4,0.91,14610.7,189.617,59736,82.058
01-06-2017,1236,4.3,1.04,14618.7,190.51,59736,82.058
01-07-2017,1173,4.3,1.15,14660.2,191.452,60099,82.058
01-08-2017,1107,4.4,1.16,14678.3,192.665,60099,82.058
01-09-2017,1113,4.3,1.15,14706,193.759,60099,82.058
01-10-2017,1196,4.2,1.15,14748.6,194.804,60674,82.058
01-11-2017,1182,4.2,1.16,14771.1,195.955,60674,82.058
01-12-2017,1200,4.1,1.3,14797.9,197.172,60674,82.058
01-01-2018,1208,4,1.41,14886.6,198.315,61093,82.256
01-02-2018,1288,4.1,1.42,14921.1,199.232,61093,82.256
01-03-2018,1181,4,1.51,14974.8,199.966,61093,82.256
01-04-2018,1224,4,1.69,15007.2,200.658,61336,82.256
01-05-2018,1262,3.8,1.7,15057.8,201.425,61336,82.256
01-06-2018,1212,4,1.82,15119.3,202.233,61336,82.256
01-07-2018,1150,3.8,1.91,15184.7,202.913,61622,82.256
01-08-2018,1262,3.8,1.91,15238.6,203.689,61622,82.256
01-09-2018,1187,3.7,1.95,15237.5,204.349,61622,82.256
01-10-2018,1122,3.8,2.19,15274.1,205.112,61619,82.256
01-11-2018,1131,3.8,2.2,15315.2,205.669,61619,82.256
01-12-2018,1053,3.9,2.27,15506.5,206.156,61619,82.256
01-01-2019,1258,4,2.4,15501.7,206.539,61889,82.459
01-02-2019,1334,3.8,2.4,15553.7,206.862,61889,82.459
01-03-2019,1301,3.8,2.41,15568.9,207.066,61889,82.459
01-04-2019,1329,3.6,2.42,15524.4,207.513,62331,82.459
01-05-2019,1226,3.7,2.39,15519.6,208.136,62331,82.459
01-06-2019,1169,3.6,2.38,15546.4,208.649,62331,82.459
01-07-2019,1219,3.7,2.4,15565.7,209.287,62945,82.459
01-08-2019,1294,3.7,2.13,15654.1,210.093,62945,82.459
01-09-2019,1150,3.5,2.04,15691.3,210.904,62945,82.459
01-10-2019,1294,3.6,1.83,15718.1,211.791,63257,82.459
01-11-2019,1244,3.6,1.55,15778.2,212.787,63257,82.459
01-12-2019,1310,3.6,1.55,15684.8,213.933,63257,82.459
01-01-2020,1302,3.5,1.55,15852.5,214.994,62333,82.664
01-02-2020,1271,3.5,1.58,15918,215.864,62333,82.664
01-03-2020,1247,4.4,0.65,15696.3,216.402,62333,82.664
01-04-2020,1207,14.7,0.05,18020.2,216.812,57386,82.664
01-05-2020,1171,13.2,0.05,17104.6,216.98,57386,82.664
01-06-2020,1244,11,0.08,17035,217.616,57386,82.664
01-07-2020,1314,10.2,0.09,17193.2,219.378,61806,82.664
01-08-2020,1238,8.4,0.1,16525.8,222.391,61806,82.664
01-09-2020,1446,7.9,0.09,16607.9,225.837,61806,82.664
01-10-2020,1370,6.9,0.09,16561.9,229.753,62414,82.664
01-11-2020,1240,6.7,0.09,16368.1,233.208,62414,82.664
01-12-2020,1386,6.7,0.09,16406.1,236.486,62414,82.664
01-01-2021,1344,6.3,0.09,18107.3,239.56,63227,82.873
01-02-2021,1322,6.2,0.08,16604.9,242.369,63227,82.873
01-03-2021,1459,6.1,0.07,20422.6,245.465,63227,82.873
01-04-2021,1438,6.1,0.07,17316.6,249.07,64157,82.873
01-05-2021,1337,5.8,0.06,16819.1,253.407,64157,82.873
01-06-2021,1298,5.9,0.08,16736.3,258.358,64157,82.873
01-07-2021,1361,5.4,0.1,16836.1,262.82,64615,82.873
01-08-2021,1312,5.2,0.09,16791.7,266.845,64615,82.873
01-09-2021,1232,4.8,0.08,16564.3,270.377,64615,82.873
01-10-2021,1259,4.5,0.08,16547.4,273.725,65651,82.873
01-11-2021,1389,4.2,0.08,16499.8,277.21,65651,82.873
01-12-2021,1337,3.9,0.08,16418.5,281.342,65651,82.873
01-01-2022,1256,4,0.08,16080.8,285.924,65286,83.084
01-02-2022,1371,3.8,0.08,16092.7,291.153,65286,83.084
01-03-2022,1356,3.6,0.2,16028.1,296.445,65286,83.084
01-04-2022,1361,3.6,0.33,16042.6,300.573,65127,83.084
01-05-2022,1446,3.6,0.77,16023.2,303.762,65127,83.084
01-06-2022,1392,3.6,1.21,15963.4,304.724,65127,83.084
01-07-2022,1396,3.5,1.68,16109.3,303.879,65462,83.084
01-08-2022,1355,3.7,2.33,16161.4,301.473,65462,83.084
01-09-2022,1438,3.5,2.56,16184.9,299.353,65462,83.084
01-10-2022,1348,3.7,3.08,16223.5,298.873,65783,83.084
01-11-2022,1543,3.6,3.78,16229.6,298.269,65783,83.084
01-12-2022,1390,3.5,4.1,16265.1,297.413,65783,83.084
01-01-2023,1377,3.4,4.33,16601.9,297.03,66078,83.084
01-02-2023,1577,3.6,4.57,16656.1,297.537,66078,83.084
01-03-2023,1528,3.5,4.65,16730.2,298.637,66078,83.084
01-04-2023,1416,3.4,4.83,16763.9,300.213,66341,83.084
01-05-2023,1534,3.7,5.06,16818.5,302.566,66341,83.084
01-06-2023,1492,3.6,5.08,16809.5,304.593,66341,83.084
01-07-2023,1334,3.5,5.12,16796.9,306.767,67083,83.084
01-08-2023,1370,3.8,5.33,16799.7,309.155,67083,83.084
01-09-2023,1478,3.8,5.33,16804.8,311.175,67083,83.084
01-10-2023,1410,3.9,5.33,16848.7,311.175,67083,83.084
